NaN,0.00396825766212899,0.00947158977718088,0.00521701208561798,0.000471484207114847,0.000266775261009267,0.000514994130203283,0.00525832005086974,0.0010979406612795,0.00794685384132204
0.00414759852714952,NaN,0.000981260032006714,0.00107409774231393,0.00212360734929534,0.00385893719663644,0.000433590554518415,0.0103461290479734,0.0102099211870013,0.00741805584469984
0.00113687934408302,0.000340152745987643,NaN,0.000379078443848491,0.00112625573793529,0.00956532309130359,0.0095123812472071,0.000510771962031642,0.00649678990915303,0.00355551974583823
0.0019546586207892,0.000316926529097206,0.00387134784508908,NaN,0.00128886005013518,0.00345725419310694,0.000775091633473113,0.000952845046039652,0.00076024832434024,0.000529044652854638
0.00669850856033755,0.00209778316817022,0.00454762750650989,0.00604595827716875,NaN,9.309736382207e-05,0.00356174153249855,0.0027182756383034,0.00706385133731013,0.000234911077012678
0.0051907832423696,0.00134115968863452,0.00539950036608838,0.00593653103328728,0.00478715074758868,NaN,0.00344129521673248,0.00231643258376268,0.0076550874395041,0.00160624007181165
0.00562296826354469,0.00307814145794755,0.0066445585777033,0.0027889463015216,0.000614441959248091,0.00503406251911076,NaN,0.00443817558783732,0.00339211312046606,0.00644179315343807
0.00391826275470353,0.00829976133218913,0.000101016540183518,0.00341348149308696,0.00309789500444863,0.00850863827018672,0.000358742161420844,NaN,0.00897036374318233,0.000876166263134248
0.00864842683393144,0.000470808861483318,0.00536333872280728,0.00271456380227542,0.00112978071822001,0.00341265940680544,0.00525538702724074,0.00347575748546469,NaN,0.00129743134556082
0.00273673675139019,0.00404093900883759,0.000725084663879522,0.00115518033954692,0.00136638480420123,0.00194457557112629,0.000669195576431081,0.000650840162920441,0.00211518334814226,NaN
