NaN,0.00272835326710058,0.00632897299626667,0.00407922299398122,0.00885002478558977,0.00366648699173078,0.000215210824819123,0.000315466256858632,0.0113334174551972,0.00817537276999036
0.00249987644477662,NaN,0.00140048633035228,0.00680463869587516,0.00394269542586373,0.00373572717710213,0.00302704727648723,0.000254432459238063,0.0116442231342547,0.0112766263748019
0.00118304654088613,0.00300645763815083,NaN,0.00622495184923827,0.00181035463911611,0.0112419243092158,0.00198491873246059,0.00734470874017923,0.0171434105151268,0.026806348466531
0.00169214777049143,0.00414687730149382,0.00293894606727552,NaN,0.00107056848537052,0.0038310954844375,0.0016277236581293,0.00420728777837892,0.0130492766812787,0.0116509050649347
0.000639729445123194,0.00218050644775275,0.00117493852566825,0.0019684876600547,NaN,0.00159685134987708,0.000308970070257597,0.000807929014161879,0.000146044272728851,0.0137883535296386
0.00653193390404638,0.00292153501434805,0.000777596205631781,0.00214786119762711,0.00271638609685343,NaN,0.00217953642072338,0.00446447688778873,0.0272073657612235,0.0182702723173728
0.00112281863789976,0.00264082594576509,0.00695490044982217,0.00267212005952921,0.000485265767301901,0.0160416591992047,NaN,0.0055171946607907,0.0250127068732943,0.0156307061261227
0.000645847623981011,0.00288922301446271,0.00367775738417864,0.0018553750797814,0.00362114450883633,0.005469433515781,0.00507969939659042,NaN,0.0127552933813447,0.0166221946074248
0.00211506057982166,0.00333180537602604,0.00070470097504946,0.000382723143484226,0.00205753279198087,0.000422673016434727,0.00141720922257951,0.00205609299000228,NaN,0.0026520003616804
0.000447029120542397,0.00224847848919721,0.00237408090088059,0.00115782265801742,0.00171313871351034,0.00333151111722113,0.00331967521481644,0.0019690455977015,0.00278127526566696,NaN
