9,4
9,5
9,15
10,1
10,2
10,3
10,6
10,16
11,7
11,13
11,18
11,19
12,5
12,8
12,10
12,11
12,12
12,14
12,17
12,20
13,4
13,9
13,16
14,2
14,3
14,6
14,19
15,7
15,15
15,17
15,18
15,20
16,1
16,5
16,12
16,13
17,8
17,10
17,16
18,14
18,19
19,17
19,20
20,5
20,11
20,12
20,18
25,17
26,5
27,19
28,18
29,20
33,19
37,18
39,19
43,18
46,19
52,18
53,19
56,17
62,19
67,18
70,19
73,18
78,20
82,18
84,19
86,17
89,19
98,18
99,19
101,9
102,13
103,2
104,16
104,17
104,19
105,5
105,11
106,3
106,18
106,20
107,4
107,7
107,12
108,6
108,14
109,1
109,10
109,19
110,5
110,8
110,17
111,15
111,16
111,18
111,20
112,4
112,19
113,2
117,5
117,18
117,19
120,17
124,19
127,18
129,19
133,19
135,20
138,19
142,19
143,18
145,20
146,12
149,19
153,17
154,19
155,18
159,18
165,19
168,18
175,19
176,18
176,20
177,17
182,19
186,18
187,16
187,19
188,20
191,5
193,1
193,13
193,19
195,2
196,6
196,8
196,9
196,10
196,17
196,20
197,4
197,7
197,11
197,12
197,18
197,19
198,3
198,14
199,5
199,15
199,16
200,19
200,20
201,17
201,18
202,2
203,1
204,4
204,6
205,10
206,18
206,19
207,5
211,20
212,17
212,19
215,18
220,19
224,18
227,19
232,19
234,18
238,19
241,17
244,19
250,19
251,18
254,16
258,18
258,20
259,19
262,13
262,15
262,17
263,19
267,19
268,5
268,16
271,18
271,19
272,9
272,17
274,8
274,20
275,5
276,12
276,19
277,4
277,14
278,7
279,17
279,18
280,11
280,19
280,20
282,2
282,6
283,10
283,16
285,1
285,3
285,19
286,18
287,17
288,20
290,19
295,19
297,18
299,19
303,18
303,19
304,17
307,19
310,18
313,19
320,19
321,18
326,19
333,12
333,17
333,19
335,5
335,16
335,20
336,18
337,9
339,19
340,5
340,13
341,7
342,4
343,14
343,19
343,20
344,2
344,5
344,8
344,16
344,17
344,18
345,1
345,10
345,11
345,15
346,3
347,5
347,6
347,18
347,19
348,17
348,20
349,12
350,4
350,7
351,19
353,16
354,17
354,18
356,19
360,19
364,17
364,18
366,19
372,18
372,19
379,19
381,18
385,17
386,19
390,19
392,18
394,19
400,18
400,19
403,17
407,19
410,18
416,18
418,20
420,17
422,18
422,19
424,11
427,18
428,2
429,6
430,17
431,4
431,18
432,19
433,5
433,13
433,16
434,1
435,19
435,20
436,3
436,5
436,17
437,8
437,12
437,18
438,7
438,10
438,14
439,9
439,19
440,15
440,17
441,18
441,20
442,16
443,5
443,19
447,18
449,19
457,19
460,18
468,19
471,17
473,19
476,18
482,19
483,18
489,19
490,18
495,5
496,2
497,17
497,19
498,4
498,18
498,20
499,7
499,11
499,12
501,9
501,14
501,19
502,1
502,3
502,6
502,13
502,16
504,8
504,10
504,17
504,18
504,19
504,20
505,4
505,15
506,2
506,5
506,12
508,7
508,19
509,16
509,17
510,6
511,5
511,18
512,20
513,19
520,18
520,19
526,18
526,19
532,19
536,18
543,17
543,18
543,19
551,18
557,18
560,17
560,19
567,19
568,5
568,18
569,20
574,18
578,13
578,19
580,3
582,11
582,17
583,16
583,19
584,4
584,20
585,18
587,6
587,15
588,7
588,12
589,1
589,2
589,5
589,19
590,8
590,10
591,9
591,17
591,18
591,20
592,14
592,16
592,19
593,4
593,11
593,12
595,5
595,19
596,13
596,17
596,18
598,16
598,20
602,19
603,17
608,19
609,17
613,19
619,17
619,18
624,19
629,18
629,19
633,19
635,20
637,19
641,19
644,18
646,5
647,19
650,17
652,19
653,18
657,20
660,19
662,14
665,8
666,19
667,9
667,20
668,1
668,17
668,18
670,4
670,7
670,13
670,16
671,15
672,3
672,6
672,19
673,2
673,5
673,10
673,17
674,11
674,12
674,16
674,18
674,20
675,19
677,7
678,4
678,17
682,5
682,19
685,17
687,18
691,19
701,18
701,19
703,12
705,20
708,19
709,5
710,18
715,17
716,19
718,20
727,18
731,19
733,17
734,18
741,19
742,18
744,20
745,16
748,18
749,19
751,12
754,5
754,6
756,2
756,8
756,9
756,17
756,18
756,19
757,11
757,14
758,1
758,3
758,10
758,20
759,7
759,13
759,15
759,19
760,4
760,5
760,16
760,18
761,17
762,12
762,20
763,2
763,6
763,19
766,5
768,18
768,19
771,20
775,18
778,19
783,17
785,18
789,19
790,18
796,18
797,17
800,19
804,18
807,19
810,18
812,19
818,19
819,18
822,16
822,19
824,4
824,18
826,19
827,15
827,20
828,5
829,17
829,18
829,19
834,19
838,17
838,19
840,18
844,19
846,7
847,20
848,18
850,19
851,5
851,13
853,8
853,14
854,1
854,3
854,12
855,2
855,9
855,10
855,17
855,19
856,4
856,5
856,6
856,11
856,18
856,20
857,16
858,19
859,7
859,18
860,13
861,15
862,8
862,17
865,18
865,19
866,5
870,19
874,18
874,19
879,19
881,18
883,19
886,18
888,19
892,18
893,19
897,18
899,19
902,17
903,19
904,18
906,20
909,19
915,18
915,19
915,20
921,19
922,5
925,4
925,19
926,18
927,9
927,16
928,2
928,19
928,20
930,3
930,5
931,12
932,11
932,17
932,19
933,10
933,14
933,18
935,1
935,6
935,19
935,20
936,7
937,16
938,5
939,19
940,18
941,8
941,17
943,19
943,20
948,19
949,18
952,19
955,17
956,19
957,18
962,19
963,20
966,17
966,18
967,19
973,19
977,19
978,18
983,19
986,18
988,19
991,20
994,4
995,19
996,16
997,13
998,12
998,17
998,18
999,20
1000,2
1000,5
1000,19
1001,7
1002,3
1002,15
1004,11
1004,19
1005,1
1005,6
1005,10
1005,14
1005,17
1005,18
1005,20
1006,9
1006,16
1007,12
1008,5
1008,19
1009,4
1009,8
1010,2
1010,18
1011,7
1011,20
1012,17
1015,5
1015,19
1017,18
1023,19
1025,18
1028,17
1028,19
1033,18
1034,19
1039,18
1041,19
1046,18
1046,19
1054,17
1054,19
1056,18
1058,19
1064,19
1065,18
1070,19
1076,18
1076,19
1078,20
1080,17
1085,19
1089,18
1089,20
1091,17
1092,5
1093,13
1095,19
1096,12
1096,18
1097,1
1097,6
1097,16
1098,5
1098,10
1098,17
1099,4
1099,19
1100,2
1100,3
1100,8
1100,9
1100,11
1100,14
1100,18
1101,7
1101,15
1101,20
1102,17
1103,5
1103,6
1103,16
1103,18
1103,19
1104,1
1104,12
1105,4
1105,13
1106,19
1107,2
1107,18
1108,20
1109,3
1109,17
1111,5
1111,19
1115,18
1115,19
1123,18
1125,17
1126,19
1130,19
1136,19
1138,18
1138,20
1144,19
1146,17
1148,20
1149,19
1155,19
1159,18
1159,20
1160,17
1160,19
1165,19
1171,17
1173,18
1173,19
1174,16
1175,11
1179,7
1180,18
1180,19
1180,20
1181,2
1181,9
1182,10
1182,12
1182,17
1183,4
1183,5
1183,14
1184,19
1185,6
1185,13
1185,16
1185,18
1186,3
1186,8
1186,15
1186,20
1187,1
1187,7
1188,2
1188,17
1188,19
1189,4
1189,5
1189,18
1191,10
1191,12
1191,16
1192,19
1194,5
1194,18
1195,20
1196,17
1198,19
1202,18
1202,19
1205,19
1209,19
1214,19
1217,18
1220,19
1224,17
1226,19
1231,18
1232,17
1232,19
1237,5
1239,19
1242,17
1244,19
1245,18
1250,19
1254,17
1254,18
1254,19
1254,20
1259,19
1262,16
1263,19
1267,17
1267,19
1268,18
1268,20
1269,1
1269,15
1273,19
1274,7
1274,17
1276,4
1277,9
1278,11
1278,19
1279,6
1279,20
1280,8
1280,13
1281,2
1281,10
1281,16
1281,18
1282,3
1282,14
1282,17
1283,5
1283,19
1284,12
1285,18
1285,20
1287,17
1288,4
1289,6
1291,19
1293,18
1298,5
1301,18
1301,19
1302,17
1303,20
1309,19
1314,19
1317,17
1319,18
1320,19
1325,19
1331,16
1334,11
1334,18
1334,19
1335,5
1335,17
1340,3
1340,9
1340,19
1342,12
1343,2
1343,17
1344,5
1344,18
1344,19
1345,4
1345,20
1346,7
1347,16
1349,1
1349,13
1349,19
1351,10
1351,17
1351,18
1352,15
1352,20
1353,19
1354,5
1354,8
1355,6
1356,19
1358,18
1361,19
1363,18
1366,5
1369,17
1369,18
1369,19
1374,18
1374,19
1380,14
1381,18
1381,19
1382,17
1388,19
1389,18
1395,18
1397,12
1398,19
1400,17
1400,20
1405,19
1409,19
1411,5
1412,17
1412,19
1415,18
1416,19
1421,9
1421,19
1422,20
1424,19
1425,7
1425,16
1428,19
1429,4
1431,3
1431,5
1431,6
1431,13
1432,2
1432,16
1432,17
1432,18
1432,19
1433,10
1433,12
1433,15
1433,20
1434,8
1435,1
1435,4
1435,5
1435,11
